Make,Model,Variant,Ex-Showroom_Price(Rs),Displacement(cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(litres),Fuel_Type,Height(mm),Length(mm),Width(mm),Body_Type,Doors,City_Mileage(km/litre),Highway_Mileage(km/litre),ARAI_Certified_Mileage(km/litre),ARAI_Certified_Mileage_for_CNG(km/litre),Kerb_Weight(Kg),Gears,Ground_Clearance(mm),Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track(mm),Rear_Track(mm),Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odo,Speedo,Tacho,Trip,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(Litres),CD_MP3_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius(meter),Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Iobilizer,High_Speed_Alert_System,Lane_Watch_CameraSide_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recoended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Hyundai,Venue,1.0 Turbo Gdi Dct S,940000,998,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1590,3995,1770,SUV,5,,,18.15,,,7,200,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15 Steel,195 / 65 R15 Steel,Electric Power,Only Front Windows,,Remote,118hp@6000rpm,172Nm@4000rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,DCT,2500,195 / 65 R15 Steel,,2,CD Player with USB & Aux-in,,TRUE,,TRUE,"Manual, Internal",350,TRUE,TRUE,TRUE,Digital,Front,TRUE,TRUE,TRUE,,TRUE,"Internal, Manual",TRUE,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,,TRUE,,TRUE,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors,TRUE,TRUE,,,,TRUE,Multifunction Steering Wheel,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,
Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,1115500,998,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1590,3995,1770,SUV,5,,,18.15,,,7,200,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,"Remote, Smart Key",118@6000rpm,172Nm@1500-4000rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,DCT,2500,215 / 60 R16,TRUE,2,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",350,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,"Internal, Manual",TRUE,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors with camera,TRUE,TRUE,TRUE,TRUE,,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,TRUE,,,,,
Hyundai,Venue,1.2 Kappa Mt S,725000,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1590,3995,1770,SUV,5,,,17.52,,,5,200,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,Electric Power,All Windows,,Remote,82hp@6000rpm,115Nm@4000rpm,TRUE,TRUE,TRUE,TRUE,5,,Manual,2500,195 / 65 R15,TRUE,2,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",350,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,"Internal, Manual",TRUE,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors,TRUE,TRUE,TRUE,TRUE,,TRUE,Multifunction Steering Wheel,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,,,,,
Hyundai,Venue,1.4 Crdi Mt S,850000,1397,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590,3995,1770,SUV,5,,,23.7,,,6,200,,,MacPherson Strut & Coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,,All Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2500,,,2,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,,,TRUE,Internal,Analog,Manual,Analog,TRUE,,,Co-Driver Only,,Air Conditioning with cooling only,TRUE,,TRUE,,,,Normal,TRUE,TRUE,,,,,,TRUE,,,,"Front passenger frontal airbag, Driver frontal airbag",TRUE,TRUE,,TRUE,2,,,,,Rear sensors,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,Manual Adjustment,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,
Hyundai,Venue,1.4 Crdi Mt Sx,983000,1397,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590,3995,1770,SUV,5,,,23.7,,,6,200,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2500,,,2,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,,TRUE,Front,,,TRUE,Internal,Analog,Manual,Analog,TRUE,,,Co-Driver Only,,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,Normal,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,,,,Rear sensors with camera,TRUE,TRUE,,,,Touch Sensitive,Multifunction Steering Wheel,TRUE,,,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,TRUE,,,TRUE,,,,,
Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,998000,1397,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590,3995,1770,SUV,5,,,23.7,,,6,200,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5,Leather,Manual,2500,,,2,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,,,TRUE,Internal,Analog,Manual,Digital,TRUE,,TRUE,Co-Driver Only,,Manual Air conditioning with cooling and heating,TRUE,TRUE,TRUE,,,,Normal,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,,,,Rear sensors with camera,TRUE,TRUE,,,,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Manual Adjustment,,TRUE,TRUE,,TRUE,,TRUE,,Only front,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,
Hyundai,Venue,1.4 Crdi Mt Sx(O),1089000,1397,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1590,3995,1770,SUV,5,,,23.7,,,6,200,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,90PS,22.4,Digital,Analog,Analog,2,5,Leather,Manual,2500,215 / 60 R16,TRUE,2,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Manual,350,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,,,TRUE,Internal,Analog,Manual,Analog,TRUE,,TRUE,Co-Driver Only,,Manual Air conditioning with cooling and heating,,TRUE,TRUE,,,,Normal,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,Front Row,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,6,,,,,Rear sensors with camera,TRUE,TRUE,,,,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,TRUE,,,,,
Tata,Nexon,Xe,695000,1198,3,4,,In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,Only Front Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,195/60 R16,,TRUE,CD/MP3/DVD Player with USB & Aux-in,,TRUE,,,,350,,,TRUE,Digital,Front,TRUE,TRUE,,,,,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,,TRUE,2,,"Rake, Reach",,,,,,,,TRUE,,Multifunction Steering Wheel,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,
Tata,Nexon,Xm,770000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,195/60 R16,,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,,350,TRUE,TRUE,TRUE,Digital,Front,TRUE,TRUE,,,TRUE,,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,,TRUE,2,,"Rake, Reach",,,Rear sensors,,TRUE,,,TRUE,TRUE,Multifunction Steering Wheel,TRUE,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,
Tata,Nexon,Xz,870000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,195/60 R16,,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,,TRUE,2,,"Reach, Rake",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,,,,,,,,
Tata,Nexon,Xz Plus,950000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,,,,,,,,
Tata,Nexon,Xz Plus Dual Tone,970000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,
Tata,Nexon,Xz Plus (O),1040000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,
Tata,Nexon,Xz Plus (O) Dual Tone,1060000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Automatic,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,
Tata,Nexon,Xma,830000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Automatic,2498,195/60 R16,,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,,350,TRUE,TRUE,TRUE,Digital,Front,TRUE,TRUE,,,TRUE,,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Front passenger frontal airbag, Driver frontal airbag",TRUE,TRUE,,TRUE,2,,"Rake, Reach",,,Rear sensors,,TRUE,,,TRUE,TRUE,Multifunction Steering Wheel,TRUE,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,
Tata,Nexon,Xza Plus,1010000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Automatic,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,
Tata,Nexon,Xza Plus Dual Tone,1030000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Automatic,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,
Tata,Nexon,Xza Plus (O),1100000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Automatic,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,
Tata,Nexon,Xza Plus (O) Dual Tone,1120000,1198,3,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Automatic,2498,215 / 60 R16,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,"Rake, Reach",,,Rear sensors with camera,,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,,Manual Adjustment,TRUE,TRUE,,Cup Holders,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,
Tata,Nexon,Xe Diesel,845000,1497,4,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,Only Front Windows,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,195/60 R16,,TRUE,Not on offer,,TRUE,,,Internal,350,,,TRUE,Digital,Front,TRUE,TRUE,,,,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Front passenger frontal airbag, Driver frontal airbag",TRUE,TRUE,,TRUE,2,,"Rake, Reach",,,,,,,,TRUE,,Multifunction Steering Wheel,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,
Tata,Nexon,Xm Diesel,920000,1497,4,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97,,,,209,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,TRUE,5,Fabric,Manual,2498,195/60 R16,,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front,TRUE,TRUE,,,TRUE,Internal,Analog,,Analog + Digital,TRUE,5.1,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,,TRUE,2,,"Rake, Reach",,,Rear sensors,,TRUE,,,TRUE,TRUE,Multifunction Steering Wheel,TRUE,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,
